hotel,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled
Resort Hotel,107,2,3,0
Resort Hotel,163,2,4,0
Resort Hotel,82,2,4,0
Resort Hotel,163,2,4,1
Resort Hotel,105.5,2,5,1
Resort Hotel,164.2,2,5,0
Resort Hotel,97.29,2,5,0
Resort Hotel,114,2,5,1
Resort Hotel,98.4,2,5,0
Resort Hotel,175,4,5,0
Resort Hotel,63.6,4,6,0
Resort Hotel,124.45,4,6,0
Resort Hotel,110.7,4,7,0
Resort Hotel,74.07,4,10,0
Resort Hotel,134.1,4,10,0
Resort Hotel,167,1,4,0
Resort Hotel,123,1,3,0
Resort Hotel,117.81,1,3,0
Resort Hotel,171.32,1,3,0
Resort Hotel,210,1,3,0
Resort Hotel,97,1,3,0
Resort Hotel,117.81,1,3,0
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,131,1,0,0
Resort Hotel,98,1,1,0
Resort Hotel,87.3,1,1,0
Resort Hotel,97,1,2,0
Resort Hotel,167,1,3,1
Resort Hotel,91.5,1,3,0
Resort Hotel,73.8,1,3,0
Resort Hotel,123,1,4,0
Resort Hotel,175,1,4,0
Resort Hotel,117.8,1,5,0
Resort Hotel,117.63,1,5,0
Resort Hotel,185,2,5,0
Resort Hotel,71,2,5,1
Resort Hotel,47.25,2,5,0
Resort Hotel,151,3,5,0
Resort Hotel,87.3,3,7,1
Resort Hotel,120.6,3,7,0
Resort Hotel,63.86,3,7,0
Resort Hotel,157.1,3,7,0
Resort Hotel,91.37,3,7,0
Resort Hotel,73,3,8,0
Resort Hotel,110.7,4,10,0
Resort Hotel,93.6,4,10,0
Resort Hotel,83.5,2,5,0
Resort Hotel,73.8,0,2,1
Resort Hotel,82,0,3,0
Resort Hotel,185.5,0,3,0
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,109.8,0,1,0
Resort Hotel,195,0,1,0
Resort Hotel,109.8,0,1,0
Resort Hotel,193,0,4,0
Resort Hotel,97,0,4,0
Resort Hotel,150,0,4,0
Resort Hotel,98,0,4,0
Resort Hotel,91.5,0,5,1
Resort Hotel,139,2,5,1
Resort Hotel,79.5,2,5,0
Resort Hotel,47.25,2,5,1
Resort Hotel,126.65,4,10,0
Resort Hotel,107,0,3,0
Resort Hotel,131,0,4,0
Resort Hotel,131,0,4,0
Resort Hotel,123,0,4,1
Resort Hotel,146,0,4,0
Resort Hotel,110.7,0,4,0
Resort Hotel,73.8,0,4,1
Resort Hotel,61,0,1,0
Resort Hotel,104.72,0,1,1
Resort Hotel,104.72,0,1,1
Resort Hotel,104.72,0,2,0
Resort Hotel,66.42,1,4,1
Resort Hotel,77.96,2,4,0
Resort Hotel,112,2,5,1
Resort Hotel,107,2,5,0
Resort Hotel,89.68,2,5,0
Resort Hotel,155,2,5,0
Resort Hotel,112,2,6,0
Resort Hotel,130.1,2,7,0
Resort Hotel,100.1,2,7,0
Resort Hotel,123,0,1,0
Resort Hotel,124,0,2,0
Resort Hotel,146,0,2,0
Resort Hotel,97,0,3,1
Resort Hotel,123,0,3,1
Resort Hotel,153,0,3,1
Resort Hotel,82,0,3,0
Resort Hotel,105.08,1,3,1
Resort Hotel,65.42,1,3,1
Resort Hotel,98,1,3,0
Resort Hotel,75.46,2,3,0
Resort Hotel,65.5,2,3,0
Resort Hotel,90.95,2,5,0
Resort Hotel,93.6,2,5,0
Resort Hotel,119.25,2,5,0
Resort Hotel,134.73,2,5,0
Resort Hotel,112,2,5,0
Resort Hotel,118.13,2,6,1
Resort Hotel,131,0,1,0
Resort Hotel,88.2,0,2,0
Resort Hotel,73.8,0,2,0
Resort Hotel,98,0,2,0
Resort Hotel,110.5,0,2,0
Resort Hotel,131,0,2,0
Resort Hotel,185,0,2,0
Resort Hotel,87.3,0,2,0
Resort Hotel,73.8,0,2,0
Resort Hotel,120,1,2,0
Resort Hotel,98,1,2,0
Resort Hotel,96.3,1,2,0
Resort Hotel,197,2,2,0
Resort Hotel,197,2,2,0
Resort Hotel,123,2,3,1
Resort Hotel,82,2,3,0
Resort Hotel,165,2,3,0
Resort Hotel,149.4,2,3,0
Resort Hotel,106.84,2,5,0
Resort Hotel,161,2,5,0
Resort Hotel,134.43,2,5,0
Resort Hotel,144.43,2,5,0
Resort Hotel,152,2,5,0
Resort Hotel,125.54,2,5,0
Resort Hotel,133.83,2,5,0
Resort Hotel,159.75,2,6,0
Resort Hotel,120.6,2,7,0
Resort Hotel,112.2,3,7,0
Resort Hotel,110.6,4,7,0
Resort Hotel,105.9,4,9,0
Resort Hotel,95.27,2,5,0
Resort Hotel,108.83,2,5,0
Resort Hotel,153.96,2,3,1
Resort Hotel,120.6,2,3,0
Resort Hotel,90.67,2,4,0
Resort Hotel,126.67,2,4,1
Resort Hotel,144.4,2,4,0
Resort Hotel,99.5,2,4,0
Resort Hotel,139.4,2,5,0
Resort Hotel,73.8,2,5,1
Resort Hotel,89.97,2,2,0
Resort Hotel,123,2,2,0
Resort Hotel,123,2,2,0
Resort Hotel,123,0,1,0
Resort Hotel,144.9,0,1,0
Resort Hotel,153,0,1,0
Resort Hotel,131,0,1,0
Resort Hotel,100,1,1,0
Resort Hotel,65.5,1,1,0
Resort Hotel,123,1,1,0
Resort Hotel,123,2,1,0
Resort Hotel,131,2,1,0
Resort Hotel,104.68,2,5,0
Resort Hotel,166,2,5,0
Resort Hotel,111.25,2,6,1
Resort Hotel,213.75,2,6,0
Resort Hotel,178,4,6,0
Resort Hotel,113.9,2,5,0
Resort Hotel,129.29,2,5,0
Resort Hotel,153,1,0,0
Resort Hotel,98,1,0,0
Resort Hotel,169,2,4,0
Resort Hotel,93,2,4,1
Resort Hotel,132.29,2,5,0
Resort Hotel,123,2,5,0
Resort Hotel,117.22,2,5,0
Resort Hotel,149,2,5,0
Resort Hotel,164.57,2,5,1
Resort Hotel,107,2,5,0
Resort Hotel,117.22,2,5,0
Resort Hotel,119.25,2,5,0
Resort Hotel,123,2,5,0
Resort Hotel,105.71,2,5,1
Resort Hotel,123,2,5,0
Resort Hotel,144.43,2,5,0
Resort Hotel,126,3,5,1
Resort Hotel,148.3,4,5,0
Resort Hotel,125.22,4,5,0
Resort Hotel,123,4,7,0
Resort Hotel,130,4,7,0
Resort Hotel,133.16,4,10,1
Resort Hotel,78.84,2,5,0
Resort Hotel,80.1,1,0,0
Resort Hotel,193,2,0,0
Resort Hotel,88.2,2,0,0
Resort Hotel,90.71,2,0,0
Resort Hotel,114.5,2,0,0
Resort Hotel,120.2,2,0,0
Resort Hotel,79.5,2,1,0
Resort Hotel,117.9,2,1,0
Resort Hotel,128,2,1,1
Resort Hotel,90.95,2,2,0
Resort Hotel,107,2,2,0
Resort Hotel,130.05,2,2,0
Resort Hotel,123,2,3,0
Resort Hotel,103.8,2,3,1
Resort Hotel,196,2,3,0
Resort Hotel,149.4,2,3,0
Resort Hotel,175.71,2,5,0
Resort Hotel,119.7,2,5,0
Resort Hotel,100.86,2,5,1
Resort Hotel,100.86,2,5,0
Resort Hotel,82,1,1,0
Resort Hotel,73.8,1,1,0
Resort Hotel,117.9,1,1,0
Resort Hotel,82,1,1,0
Resort Hotel,150,1,1,0
Resort Hotel,161,1,1,0
Resort Hotel,64,1,1,0
Resort Hotel,123,1,1,1
Resort Hotel,110,1,2,0
Resort Hotel,88.2,1,2,0
Resort Hotel,130,1,2,0
Resort Hotel,88.2,1,2,0
Resort Hotel,165,1,2,0
Resort Hotel,114,1,3,0
Resort Hotel,79.5,1,4,1
Resort Hotel,132.8,1,4,1
Resort Hotel,120,1,4,0
Resort Hotel,79.5,1,4,1
Resort Hotel,120,1,4,0
Resort Hotel,144.2,1,4,1
Resort Hotel,107.2,1,4,0
Resort Hotel,120,1,4,1
Resort Hotel,120,1,4,0
Resort Hotel,163.8,1,4,0
Resort Hotel,98.5,1,5,1
Resort Hotel,130.5,1,5,1
Resort Hotel,153,1,5,0
Resort Hotel,98.5,1,5,0
Resort Hotel,119.7,2,5,0
Resort Hotel,184.6,2,5,0
Resort Hotel,181.22,2,5,0
Resort Hotel,100.86,2,5,1
Resort Hotel,100.2,1,0,0
Resort Hotel,134.25,1,3,0
Resort Hotel,96.3,3,5,0
Resort Hotel,83.09,3,6,0
Resort Hotel,105.5,0,1,1
Resort Hotel,134,0,1,0
Resort Hotel,8,0,1,0
Resort Hotel,146,0,2,0
Resort Hotel,126,0,4,1
Resort Hotel,111.15,0,4,0
Resort Hotel,136.2,0,5,0
Resort Hotel,101.8,0,5,0
Resort Hotel,127,1,5,0
Resort Hotel,161.5,1,5,0
Resort Hotel,230.67,1,5,0
Resort Hotel,65.7,2,5,1
Resort Hotel,180,2,5,0
Resort Hotel,168.57,2,5,0
Resort Hotel,107.67,2,7,1
Resort Hotel,96.9,2,7,1
Resort Hotel,107,2,7,0
Resort Hotel,73.41,2,9,0
Resort Hotel,109.9,4,10,0
Resort Hotel,109.9,4,10,0
Resort Hotel,187.5,4,11,0
Resort Hotel,134,0,1,0
Resort Hotel,91.5,0,3,1
Resort Hotel,132.44,0,3,1
Resort Hotel,106.9,2,4,0
Resort Hotel,131.86,2,5,1
Resort Hotel,216.13,2,6,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,190.33,2,7,0
Resort Hotel,107,0,2,0
Resort Hotel,94,0,2,0
Resort Hotel,0,0,2,1
Resort Hotel,98.75,0,2,0
Resort Hotel,148.23,0,2,0
Resort Hotel,94,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,148.23,0,2,0
Resort Hotel,0,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,107,0,2,0
Resort Hotel,98.75,0,2,0
Resort Hotel,195,0,2,1
Resort Hotel,120.6,0,2,0
Resort Hotel,123.2,0,1,0
Resort Hotel,112,0,1,1
Resort Hotel,123.2,0,1,1
Resort Hotel,169,0,1,0
Resort Hotel,198,0,2,0
Resort Hotel,103.5,0,2,1
Resort Hotel,135.6,0,2,0
Resort Hotel,103.5,0,2,0
Resort Hotel,184,0,3,0
Resort Hotel,134,0,3,1
Resort Hotel,147,0,3,1
Resort Hotel,151.33,0,3,1
Resort Hotel,121.33,0,3,0
Resort Hotel,150.2,2,3,0
Resort Hotel,139,2,3,1
Resort Hotel,150.2,2,3,0
Resort Hotel,75.44,1,3,0
Resort Hotel,135,1,3,1
Resort Hotel,166,2,4,0
Resort Hotel,135,2,4,1
Resort Hotel,130,2,5,0
Resort Hotel,96.3,2,6,0
Resort Hotel,160,4,10,0
Resort Hotel,0,0,0,0
Resort Hotel,127.25,0,2,0
Resort Hotel,164,0,2,0
Resort Hotel,144.5,0,2,0
Resort Hotel,112,0,2,0
Resort Hotel,134,0,2,1
Resort Hotel,127.25,0,2,1
Resort Hotel,155.5,0,2,0
Resort Hotel,110.5,0,2,1
Resort Hotel,144.5,0,2,0
Resort Hotel,144.5,0,2,0
Resort Hotel,123,0,2,0
Resort Hotel,120.6,0,2,0
Resort Hotel,107.6,0,2,1
Resort Hotel,120.6,1,2,1
Resort Hotel,107,2,3,0
Resort Hotel,133.75,2,3,0
Resort Hotel,103.5,2,3,0
Resort Hotel,84.8,2,3,0
Resort Hotel,107,2,3,0
Resort Hotel,107,2,3,0
Resort Hotel,84.8,2,3,0
Resort Hotel,107,2,3,0
Resort Hotel,195,2,3,0
Resort Hotel,164,2,4,0
Resort Hotel,195,2,5,0
Resort Hotel,125,2,5,0
Resort Hotel,195,2,5,1
Resort Hotel,132.3,2,5,0
Resort Hotel,145,2,5,0
Resort Hotel,92,2,5,0
Resort Hotel,132.3,2,5,0
Resort Hotel,147,2,6,0
Resort Hotel,167,2,6,0
Resort Hotel,210,2,6,0
Resort Hotel,194.9,3,7,0
Resort Hotel,103.5,1,2,0
Resort Hotel,118.5,1,2,0
Resort Hotel,192,1,2,0
Resort Hotel,128.27,1,2,0
Resort Hotel,135,1,2,0
Resort Hotel,126.3,1,2,0
Resort Hotel,154,1,2,1
Resort Hotel,96.3,1,2,0
Resort Hotel,126.3,1,2,0
Resort Hotel,136,0,1,1
Resort Hotel,118.5,1,2,0
Resort Hotel,116.33,1,2,0
Resort Hotel,164,2,2,0
Resort Hotel,147.67,2,1,0
Resort Hotel,145,2,4,0
Resort Hotel,147,2,4,0
Resort Hotel,168.3,2,4,1
Resort Hotel,167,2,5,0
Resort Hotel,137.75,2,5,0
Resort Hotel,145,2,2,0
Resort Hotel,132.6,2,2,0
Resort Hotel,147,2,2,1
Resort Hotel,157,2,2,1
Resort Hotel,210,2,3,1
Resort Hotel,132.5,2,3,0
Resort Hotel,98.02,2,3,0
Resort Hotel,126,2,3,0
Resort Hotel,173,0,1,0
Resort Hotel,249,0,1,0
Resort Hotel,186.5,1,1,0
Resort Hotel,95,2,1,0
Resort Hotel,241.5,2,5,0
Resort Hotel,177,2,5,0
Resort Hotel,153.73,2,5,0
Resort Hotel,115,2,5,0
Resort Hotel,127.03,2,5,1
Resort Hotel,128.25,2,5,0
Resort Hotel,128.25,2,5,0
Resort Hotel,115,2,5,0
Resort Hotel,135,2,6,0
Resort Hotel,167,2,6,1
Resort Hotel,135,2,6,0
Resort Hotel,124.5,4,10,0
Resort Hotel,98,1,0,0
Resort Hotel,98,1,0,0
Resort Hotel,135,1,0,0
Resort Hotel,88.2,1,0,0
Resort Hotel,120.6,1,0,0
Resort Hotel,154.5,2,0,0
Resort Hotel,145,2,1,1
Resort Hotel,92,2,2,0
Resort Hotel,154,2,2,1
Resort Hotel,115,2,3,0
Resort Hotel,110.53,2,4,1
Resort Hotel,158.5,2,5,1
Resort Hotel,131.37,2,5,0
Resort Hotel,117.71,2,5,1
Resort Hotel,123,2,5,0
Resort Hotel,158.5,2,5,1
Resort Hotel,117.84,2,5,0
Resort Hotel,154,2,5,1
Resort Hotel,116.85,2,5,0
Resort Hotel,129.16,2,4,0
Resort Hotel,214,2,4,1
Resort Hotel,115,2,4,1
Resort Hotel,123,2,5,0
Resort Hotel,123,2,5,0
Resort Hotel,195,3,5,1
Resort Hotel,135.2,4,6,0
Resort Hotel,123,4,10,0
Resort Hotel,130.5,2,4,0
Resort Hotel,123,1,0,0
Resort Hotel,179.1,1,2,1
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,115,1,3,0
Resort Hotel,115,1,3,0
Resort Hotel,103.5,1,3,0
Resort Hotel,157,1,3,0
Resort Hotel,135,1,3,1
Resort Hotel,111.65,1,3,0
Resort Hotel,135,1,3,1
Resort Hotel,195,1,4,1
Resort Hotel,104,1,4,0
Resort Hotel,135,1,4,1
Resort Hotel,214,1,5,1
Resort Hotel,133.17,1,5,0
Resort Hotel,141.33,1,5,1
Resort Hotel,121.01,2,5,0
Resort Hotel,240.64,2,5,1
Resort Hotel,167.5,2,5,0
Resort Hotel,152.43,2,5,0
Resort Hotel,148.34,2,5,0
Resort Hotel,167,2,5,0
Resort Hotel,172.93,2,5,1
Resort Hotel,179.1,2,5,1
Resort Hotel,192.5,2,5,0
Resort Hotel,92,3,6,1
Resort Hotel,111.2,3,6,1
Resort Hotel,141.6,3,7,0
Resort Hotel,141.6,3,7,0
Resort Hotel,141.6,3,7,0
Resort Hotel,200,3,8,1
Resort Hotel,200,3,8,1
Resort Hotel,157,0,2,1
Resort Hotel,99.5,0,2,0
Resort Hotel,115,0,3,1
Resort Hotel,195,0,4,1
Resort Hotel,103.5,0,4,0
Resort Hotel,207,0,5,0
Resort Hotel,163.33,1,5,0
Resort Hotel,151.86,2,5,0
Resort Hotel,95.57,2,5,0
Resort Hotel,112.05,2,6,0
Resort Hotel,160,2,7,0
Resort Hotel,103.18,2,8,0
Resort Hotel,153,0,1,0
Resort Hotel,119.75,0,4,1
Resort Hotel,135,0,4,1
Resort Hotel,167.69,0,4,0
Resort Hotel,195,0,4,1
Resort Hotel,135,0,4,1
Resort Hotel,178.4,1,4,1
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,154,0,1,0
Resort Hotel,134,0,1,0
Resort Hotel,112,0,1,1
Resort Hotel,194,0,3,0
Resort Hotel,153,0,3,1
Resort Hotel,135,0,3,1
Resort Hotel,184,0,3,0
Resort Hotel,210,1,3,1
Resort Hotel,139,1,3,1
Resort Hotel,101.46,2,3,0
Resort Hotel,145,2,4,1
Resort Hotel,173,1,3,1
Resort Hotel,217.05,2,6,0
Resort Hotel,164,0,2,0
Resort Hotel,173,0,2,0
Resort Hotel,112.5,0,1,1
Resort Hotel,153,0,2,0
Resort Hotel,173,0,2,0
Resort Hotel,153,0,2,0
Resort Hotel,134,0,2,0
Resort Hotel,153,0,2,0
Resort Hotel,233,0,2,1
Resort Hotel,154,0,2,0
Resort Hotel,173,0,2,0
Resort Hotel,135,0,2,1
Resort Hotel,132.5,0,2,1
Resort Hotel,222.67,1,2,0
Resort Hotel,135,0,2,1
Resort Hotel,107,0,2,0
Resort Hotel,127,1,2,1
Resort Hotel,135,2,2,1
Resort Hotel,149.7,2,2,0
Resort Hotel,161.25,2,2,1
Resort Hotel,107,2,2,0
Resort Hotel,75.44,2,3,0
Resort Hotel,75.44,2,3,0
Resort Hotel,115,2,5,0
Resort Hotel,159.2,2,5,1
Resort Hotel,163.29,2,5,1
Resort Hotel,210,2,6,1
Resort Hotel,154,2,6,0
Resort Hotel,166,2,7,0
Resort Hotel,132.5,3,7,0
Resort Hotel,107,3,7,1
Resort Hotel,121.98,4,10,1
Resort Hotel,0,0,0,0
Resort Hotel,133,2,1,0
Resort Hotel,107,0,1,0
Resort Hotel,117.81,0,1,0
Resort Hotel,107,0,1,0
Resort Hotel,120.6,0,1,1
Resort Hotel,147,1,1,0
Resort Hotel,153,1,1,1
Resort Hotel,153,1,1,1
Resort Hotel,134,1,1,1
Resort Hotel,153,1,1,0
Resort Hotel,118,2,1,0
Resort Hotel,134,2,2,0
Resort Hotel,135,2,3,0
Resort Hotel,158.77,2,3,0
Resort Hotel,134,2,3,0
Resort Hotel,134,2,3,1
Resort Hotel,142.03,2,3,0
Resort Hotel,240,2,3,0
Resort Hotel,134,2,4,0
Resort Hotel,134,2,4,1
Resort Hotel,147,2,5,0
Resort Hotel,176,2,5,0
Resort Hotel,120.6,2,5,1
Resort Hotel,166,2,5,1
Resort Hotel,134,2,5,1
Resort Hotel,147,2,5,0
Resort Hotel,167,2,5,0
Resort Hotel,107.2,2,5,0
Resort Hotel,131.63,2,6,1
Resort Hotel,233.05,2,6,0
Resort Hotel,90.12,2,6,0
Resort Hotel,120.6,3,6,1
Resort Hotel,125,3,6,1
Resort Hotel,154,3,6,1
Resort Hotel,120.6,4,6,0
Resort Hotel,114.25,4,8,0
Resort Hotel,107,4,10,1
Resort Hotel,88.55,2,5,0
Resort Hotel,149,2,5,1
Resort Hotel,195,2,5,0
Resort Hotel,164,2,5,1
Resort Hotel,154,2,2,1
Resort Hotel,120.6,2,3,1
Resort Hotel,103.5,2,1,0
Resort Hotel,115,2,1,0
Resort Hotel,95.02,2,4,1
Resort Hotel,132.5,2,4,1
Resort Hotel,209,2,3,0
Resort Hotel,95.02,2,4,1
Resort Hotel,132.5,2,4,1
Resort Hotel,180,2,5,0
Resort Hotel,103.18,2,0,0
Resort Hotel,174.01,2,5,0
Resort Hotel,133,3,5,1
Resort Hotel,133,3,5,1
Resort Hotel,107.2,2,5,0
Resort Hotel,0,0,0,0
Resort Hotel,210,1,1,1
Resort Hotel,145,1,1,0
Resort Hotel,195,1,1,1
Resort Hotel,124.2,1,1,1
Resort Hotel,167,1,1,1
Resort Hotel,145,1,2,0
Resort Hotel,166,1,2,0
Resort Hotel,115,1,2,0
Resort Hotel,166,1,2,0
Resort Hotel,120.6,1,3,1
Resort Hotel,162,1,3,0
Resort Hotel,153,1,3,0
Resort Hotel,133.2,1,3,0
Resort Hotel,134,1,3,0
Resort Hotel,107,1,3,0
Resort Hotel,145,1,3,0
Resort Hotel,145,1,3,0
Resort Hotel,107,1,3,1
Resort Hotel,167.2,1,3,0
Resort Hotel,134,1,3,1
Resort Hotel,130,1,3,0
Resort Hotel,164,1,3,1
Resort Hotel,149,1,3,0
Resort Hotel,154,1,4,0
Resort Hotel,195,1,4,0
Resort Hotel,134,1,4,1
Resort Hotel,107.2,1,4,0
Resort Hotel,164,1,4,1
Resort Hotel,183.45,1,5,1
Resort Hotel,159.6,1,5,0
Resort Hotel,120.6,1,5,0
Resort Hotel,164,2,5,1
Resort Hotel,219.43,2,5,1
Resort Hotel,134,2,5,1
Resort Hotel,164,2,5,1
Resort Hotel,107.2,2,5,0
Resort Hotel,102.72,2,5,0
Resort Hotel,114.85,0,1,0
Resort Hotel,114.85,0,1,0
Resort Hotel,135,0,2,0
Resort Hotel,195,0,3,1
Resort Hotel,173,0,3,1
Resort Hotel,107,0,4,0
Resort Hotel,107,0,4,0
Resort Hotel,164,0,4,0
Resort Hotel,138.8,0,5,0
Resort Hotel,154,0,5,1
Resort Hotel,135,0,5,0
Resort Hotel,103.18,1,5,0
Resort Hotel,115.5,2,6,1
Resort Hotel,90.95,2,8,0
Resort Hotel,0,0,0,0
Resort Hotel,108.54,0,4,1
Resort Hotel,146,0,4,0
Resort Hotel,165.4,1,4,1
Resort Hotel,134,1,4,0
Resort Hotel,133,1,4,1
Resort Hotel,240,1,4,1
Resort Hotel,157,1,4,0
Resort Hotel,188,0,1,0
Resort Hotel,133,1,4,1
Resort Hotel,145,1,4,0
Resort Hotel,134,1,4,0
Resort Hotel,134,1,4,1
Resort Hotel,186,1,4,1
Resort Hotel,90.95,2,5,0
Resort Hotel,141.65,2,5,1
Resort Hotel,99.24,2,5,1
Resort Hotel,108.06,2,4,0
Resort Hotel,90.95,2,5,1
Resort Hotel,148.63,2,6,1
Resort Hotel,173,0,1,1
Resort Hotel,107,0,1,0
Resort Hotel,114,0,1,1
Resort Hotel,153,0,1,1
Resort Hotel,153,0,2,0
Resort Hotel,250.33,0,3,0
Resort Hotel,146.67,0,3,1
Resort Hotel,154,0,3,1
Resort Hotel,120.6,0,3,1
Resort Hotel,280.74,0,3,0
Resort Hotel,193,1,3,0
Resort Hotel,146.67,0,3,1
Resort Hotel,154,0,3,1
Resort Hotel,154.5,1,3,1
Resort Hotel,120.6,1,3,1
Resort Hotel,137.8,2,3,1
Resort Hotel,160,2,7,0
Resort Hotel,125.89,2,7,0
Resort Hotel,125.89,2,7,0
Resort Hotel,126.71,2,5,1
Resort Hotel,0,0,0,0
Resort Hotel,0,0,0,0
Resort Hotel,188,0,1,0
Resort Hotel,153,0,1,1
Resort Hotel,173,0,1,1
Resort Hotel,173,0,1,1
Resort Hotel,120,0,2,0
